chr	start	end	gene	region
chr21	41715806	41717975	LINC00112	21:41715806-41717975
chr17	39667981	39670475	PNMT	17:39667981-39670475
chr21	41679181	41697336	LINC00111	21:41679181-41697336
chr21	36034541	36079389	SETD4	21:36034541-36079389
chr21	41304212	41357727	FAM3B	21:41304212-41357727
chr21	41739369	41767089	RIPK4	21:41739369-41767089
chr21	34668994	34718227	CLIC6	21:34668994-34718227
chr7	77310751	77416349	GSAP	7:77310751-77416349
chr3	52221080	52231190	TLR9	3:52221080-52231190
chr9	113407235	113410675	POLE3	9:113407235-113410675
chr8	140511311	140517154	CHRAC1	8:140511311-140517154
chr14	39175183	39183220	PNN	14:39175183-39183220
chr1	100538139	100542021	GPR88	1:100538139-100542021
chr13	29764371	29850617	UBL3	13:29764371-29850617
chr22	19714503	19723319	SEPTIN5	22:19714503-19723319
chr17	58520250	58544368	SEPTIN4	17:58520250-58544368
chr21	22098616	22116605	LINC00308	21:22098616-22116605
chr21	43565182	43565648	H2BC12L	21:43565182-43565648
chrX	135794685	135802787	CT45A6	X:135794685-135802787
chrX	135713639	135723539	CT45A1	X:135713639-135723539
chr1	46203334	46221256	LURAP1	1:46203334-46221256
chr21	29496047	29500386	BACH1-IT3	21:29496047-29500386
chr2	111006015	111699033	MIR4435-2HG	2:111006015-111699033
chr7	22571664	22727620	IL6-AS1	7:22571664-22727620
chr7	75391955	75395434	LOC541473	7:75391955-75395434
chr21	25585656	25607517	MRPL39	21:25585656-25607517
chr21	17788974	17819386	C21orf91	21:17788974-17819386
chr8	22589274	22604150	C8orf58	8:22589274-22604150
chrX	149929527	149938700	EOLA2	X:149929527-149938700
chr3	182938074	182985953	DCUN1D1	3:182938074-182985953
chr9	98056732	98083077	NANS	9:98056732-98083077
chr7	131500262	131558217	PODXL	7:131500262-131558217
chr7	25118656	25125260	CYCS	7:25118656-25125260
chr1	8004404	8026309	ERRFI1	1:8004404-8026309
chr14	88180103	88326907	KCNK10	14:88180103-88326907
chr6	41158506	41163186	TREM2	6:41158506-41163186
chr6	41267926	41286682	TREM1	6:41267926-41286682
chr8	49909789	50796692	SNTG1	8:49909789-50796692
chrX	24693873	24996986	POLA1	X:24693873-24996986
chr2	950849	1367613	SNTG2	2:950849-1367613
chr8	42338454	42371808	POLB	8:42338454-42371808
chr19	50384204	50418018	POLD1	19:50384204-50418018
chr7	44114680	44124358	POLD2	7:44114680-44124358
chr12	132623753	132687376	POLE	12:132623753-132687376
chr14	49643555	49688422	POLE2	14:49643555-49688422
chr13	23888842	23897263	PCOTH	13:23888842-23897263
chr15	89316305	89334861	POLG	15:89316305-89334861
chr6	43576185	43620523	POLH	6:43576185-43620523
chr17	7484366	7514616	POLR2A	17:7484366-7514616
chr4	56977722	57031158	POLR2B	4:56977722-57031158
chr16	57462660	57472009	POLR2C	16:57462660-57472009
chrX	53048789	53080615	GPR173	X:53048789-53080615
chr7	113078331	113087778	GPR85	7:113078331-113087778
chr2	127843553	127858155	POLR2D	2:127843553-127858155
chr14	51826195	51979342	GNG2	14:51826195-51979342
chr8	74320613	74504745	GDAP1	8:74320613-74504745
chr19	1086574	1095380	POLR2E	19:1086574-1095380
chr1	155139891	155140595	DPM3	1:155139891-155140595
chr20	64047582	64049639	SOX18	20:64047582-64049639
chr6	167271169	167316014	UNC93A	6:167271169-167316014
chr22	37952607	38041106	POLR2F	22:37952607-38041106
chr11	62761565	62766710	POLR2G	11:62761565-62766710
chr4	5014586	5019458	CYTL1	4:5014586-5019458
chr1	22117313	22143969	WNT4	1:22117313-22143969
chr20	7882985	7940458	HAO1	20:7882985-7940458
chr3	184361710	184368596	POLR2H	3:184361710-184368596
chr19	36113709	36115213	POLR2I	19:36113709-36115213
chr16	75647773	75657432	TERF2IP	16:75647773-75657432
chr7	102473128	102478922	POLR2J	7:102473128-102478922
chr8	100150623	100154003	POLR2K	8:100150623-100154003
chr12	46358188	46372773	SLC38A2	12:46358188-46372773
chr11	837356	842529	POLR2L	11:837356-842529
chrX	71144821	71175255	NLGN3	X:71144821-71175255
chr11	124633113	124695707	SIAE	11:124633113-124695707
chr19	617221	633537	POLRMT	19:617221-633537
chr7	141790217	141791367	TAS2R5	7:141790217-141791367
chr2	25160853	25168903	POMC	2:25160853-25168903
chr2	182716255	182794464	DNAJC10	2:182716255-182794464
chr1	53851719	53889798	YIPF1	1:53851719-53889798
chr4	109815510	109824740	GAR1	4:109815510-109824740
chr12	108778191	108857590	SSH1	12:108778191-108857590
chr6	29791753	29792750	HCG4	6:29791753-29792750
chr4	8182072	8241103	SH3TC1	4:8182072-8241103
chr3	122909082	123028605	SEMA5B	3:122909082-123028605
chr6	13357830	13487662	GFOD1	6:13357830-13487662
chr5	146203550	146339251	RBM27	5:146203550-146339251
chr7	95297676	95324532	PON1	7:95297676-95324532
chrX	129779949	129795201	SASH3	X:129779949-129795201
chr7	75359194	75395383	STAG3L1	7:75359194-75395383
chr16	2682523	2709030	KCTD5	16:2682523-2709030
chr7	36389821	36453791	ANLN	7:36389821-36453791
chr7	95404862	95435329	PON2	7:95404862-95435329
chr20	19757606	20002457	RIN2	20:19757606-20002457
chr2	23748664	23927123	ATAD2B	2:23748664-23927123
chr1	16246840	16352480	FBXO42	1:16246840-16352480
chr22	50089879	50161690	MOV10L1	22:50089879-50161690
chrX	101268253	101293057	TAF7L	X:101268253-101293057
chr12	53441678	53446645	PRR13	12:53441678-53446645
chr7	95359872	95396375	PON3	7:95359872-95396375
chr1	150293861	150308979	MRPS21	1:150293861-150308979
chr9	136940435	136944738	FBXW5	9:136940435-136944738
chr10	84328586	84518521	CCSER2	10:84328586-84518521
chr5	16473038	16617101	RETREG1	5:16473038-16617101
chr3	142306607	142448062	XRN1	3:142306607-142448062
chr2	67397322	67412089	ETAA1	2:67397322-67412089
chrX	57135650	57137523	SPIN2A	X:57135650-57137523
chr7	92245974	92401383	ANKIB1	7:92245974-92401383
chr7	7566875	7608932	MIOS	7:7566875-7608932
chr15	80059568	80138393	ZFAND6	15:80059568-80138393
chr7	75899200	75986855	POR	7:75899200-75986855
chrX	101615118	101618001	ARMCX6	X:101615118-101618001
chr22	39499432	39518132	MIEF1	22:39499432-39518132
chr11	1274371	1309654	TOLLIP	11:1274371-1309654
chr17	40875889	40885242	KRT20	17:40875889-40885242
chr17	35128730	35142304	NLE1	17:35128730-35142304
chr7	5620047	5781696	RNF216	7:5620047-5781696
chr12	19129733	19376400	PLEKHA5	12:19129733-19376400
chr17	6444441	6451469	PIMREG	17:6444441-6451469
chr7	151232483	151240979	CHPF2	7:151232483-151240979
chr1	100133150	100150496	TRMT13	1:100133150-100150496
chr22	20080232	20111877	DGCR8	22:20080232-20111877
chr3	87259404	87276584	POU1F1	3:87259404-87276584
chr4	69280475	69295050	UGT2B28	4:69280475-69295050
chr5	14581792	14616180	OTULINL	5:14581792-14616180
chr5	172641263	172691540	NEURL1B	5:172641263-172691540
chr11	114391443	114400511	C11orf71	11:114391443-114400511
chr18	68673688	68715108	TMX3	18:68673688-68715108
chr16	68310951	68360852	PRMT7	16:68310951-68360852
chr2	36968383	37084372	HEATR5B	2:36968383-37084372
chr20	4120980	4187747	SMOX	20:4120980-4187747
chr1	165724293	165827755	TMCO1	1:165724293-165827755
chr3	142449007	142578733	ATR	3:142449007-142578733
chr11	111352255	111449981	POU2AF1	11:111352255-111449981
chr4	40423267	40630875	RBM47	4:40423267-40630875
chr11	19117099	19176422	ZDHHC13	11:19117099-19176422
chr7	28995235	29195451	CPVL	7:28995235-29195451
chr5	55256055	55307694	DHX29	5:55256055-55307694
chr1	150549369	150560937	ADAMTSL4	1:150549369-150560937
chr5	112419583	112420978	EPB41L4A-DT	5:112419583-112420978
chr12	121777754	121800677	RHOF	12:121777754-121800677
chr1	167220876	167427345	POU2F1	1:167220876-167427345
chr4	137518918	137532494	PCDH18	4:137518918-137532494
chr6	55434373	55579197	HMGCLL1	6:55434373-55579197
chr8	144078648	144080648	EXOSC4	8:144078648-144080648
chr5	55738017	55817157	DDX4	5:55738017-55817157
chr6	152987362	153002709	MTRF1L	6:152987362-153002709
chr7	105439661	105522271	PUS7	7:105439661-105522271
chr10	26438341	26567803	APBB1IP	10:26438341-26567803
chr19	42086110	42196585	POU2F2	19:42086110-42196585
chr2	117915478	118014133	CCDC93	2:117915478-118014133
chrX	118346073	118449961	WDR44	X:118346073-118449961
chr10	5861616	5889906	ANKRD16	10:5861616-5889906
chr2	189661385	189670831	ASNSD1	2:189661385-189670831
chr1	38043829	38046793	POU3F1	1:38043829-38046793
chr19	305573	344815	MIER2	19:305573-344815
chr4	119212587	119295518	USP53	4:119212587-119295518
chr9	101387633	101398618	MRPL50	9:101387633-101398618
chr6	31142439	31158238	CCHCR1	6:31142439-31158238
chr10	92826831	93059493	EXOC6	10:92826831-93059493
chr10	87094161	87191465	SHLD2	10:87094161-87191465
chr11	124883691	124898500	ROBO4	11:124883691-124898500
chrX	47142071	47145466	NDUFB11	X:47142071-47145466
chr6	98834574	98839458	POU3F2	6:98834574-98839458
chr5	177519789	177554563	FAM193B	5:177519789-177554563
chr10	72273919	72276036	DDIT4	10:72273919-72276036
chr9	122844556	122905359	RC3H2	9:122844556-122905359
chr7	22812628	22822849	TOMM7	7:22812628-22822849
chr1	152514482	152516008	CRCT1	1:152514482-152516008
chr5	32226994	32312987	MTMR12	5:32226994-32312987
chr1	19814029	19815283	RNF186	1:19814029-19815283
chr17	73334384	73644445	SDK2	17:73334384-73644445
chr2	104854115	104858574	POU3F3	2:104854115-104858574
chr16	83968244	84002776	NECAB2	16:83968244-84002776
chr15	23643549	23647867	MAGEL2	15:23643549-23647867
chrX	54530183	54621521	GNL3L	X:54530183-54621521
chr4	152536264	152539263	MIR4453HG	4:152536264-152539263
chr3	122411846	122416062	WDR5B	3:122411846-122416062
chr19	18919705	18929189	DDX49	19:18919705-18929189
chr7	120950763	120977216	ING3	7:120950763-120977216
chr5	65665928	65723035	SGTB	5:65665928-65723035
chr1	48295373	48472208	SPATA6	1:48295373-48472208
chrX	83508290	83512127	POU3F4	X:83508290-83512127
chr9	109171974	109321059	EPB41L4B	9:109171974-109321059
chr15	40929340	40939073	DLL4	15:40929340-40939073
chr13	78598362	78603552	POU4F1	13:78598362-78603552
chr2	233636448	233773300	UGT1A10	2:233636448-233773300
chr2	233617633	233773300	UGT1A8	2:233617633-233773300
chr2	233681901	233773300	UGT1A7	2:233681901-233773300
chr2	233691607	233773300	UGT1A6	2:233691607-233773300
chr2	233712907	233773300	UGT1A5	2:233712907-233773300
chr4	146638893	146642474	POU4F2	4:146638893-146642474
chr15	84631451	84647478	SCAND2P	15:84631451-84647478
chr1	231363751	231528603	EGLN1	1:231363751-231528603
chr22	19783223	19854939	GNB1L	22:19783223-19854939
chr3	45823316	45916042	LZTFL1	3:45823316-45916042
chr9	27284654	27297150	EQTN	9:27284654-27297150
chr1	1352689	1361777	MXRA8	1:1352689-1361777
chr5	146338839	146341728	POU4F3	5:146338839-146341728
chr1	62194849	62212328	L1TD1	1:62194849-62212328
chrX	77504880	77786233	ATRX	X:77504880-77786233
chr6	31164337	31180731	POU5F1	6:31164337-31180731
chr2	233671898	233773300	UGT1A9	2:233671898-233773300
chr13	79481124	79556077	NDFIP2	13:79481124-79556077
chr7	44565804	44575051	DDX56	7:44565804-44575051
chr15	40978880	41116280	INO80	15:40978880-41116280
chr10	96043394	96060870	CCNJ	10:96043394-96060870
chr8	127322183	127420066	POU5F1B	8:127322183-127420066
chr16	30923055	30948783	FBXL19	16:30923055-30948783
chr12	118063593	118104011	VSIG10	12:118063593-118104011
chr5	53883942	54310582	ARL15	5:53883942-54310582
chr19	39385629	39391154	PAF1	19:39385629-39391154
chr3	122680839	122730840	PARP14	3:122680839-122730840
chr1	6412418	6424670	HES2	1:6412418-6424670
chr1	232805416	232809929	MAP10	1:232805416-232809929
chr15	58771192	58861900	MINDY2	15:58771192-58861900
chr12	51186936	51218062	POU6F1	12:51186936-51218062
chr10	70202835	70233911	PPA1	10:70202835-70233911
chr22	46150521	46243755	PPARA	22:46150521-46243755
chr2	233718736	233773300	UGT1A4	2:233718736-233773300
chr2	233760270	233773300	UGT1A1	2:233760270-233773300
chr2	233729042	233773300	UGT1A3	2:233729042-233773300
chr5	141234333	141237529	PCDHB18P	5:141234333-141237529
chr5	141155996	141159061	PCDHB17P	5:141155996-141159061
chr9	128787253	128810430	TBC1D13	9:128787253-128810430
chr11	62832911	62841809	WDR74	11:62832911-62841809
chr7	12211270	12243367	TMEM106B	7:12211270-12243367
chr1	113761832	113812476	RSBN1	1:113761832-113812476
chr6	35342558	35428191	PPARD	6:35342558-35428191
chr7	111091006	111125454	LRRN3	7:111091006-111125454
chr20	5950949	6040053	CRLS1	20:5950949-6040053
chr6	43605316	43629264	GTPBP2	6:43605316-43629264
chr7	87345664	87399794	CROT	7:87345664-87399794
chr3	12287368	12434356	PPARG	3:12287368-12434356
chr1	85649417	85708433	ZNHIT6	1:85649417-85708433
chr3	48989889	49007153	P4HTM	3:48989889-49007153
chr12	12326056	12350242	MANSC1	12:12326056-12350242
chr17	39404285	39451272	MED1	17:39404285-39451272
chr2	240713761	240824293	KIF1A	2:240713761-240824293
chr4	75859864	75902571	PPEF2	4:75859864-75902571
chr16	15060033	15094311	RRN3	16:15060033-15094311
chr8	93857807	93926068	PDP1	8:93857807-93926068
chr1	26876132	26890283	GPN2	1:26876132-26890283
chr10	92291167	92353964	MARCHF5	10:92291167-92353964
chr4	56393362	56435615	PPAT	4:56393362-56435615
chr8	86553977	86743675	CNGB3	8:86553977-86743675
chr16	5239802	7713340	RBFOX1	16:5239802-7713340
chr3	45755449	45796536	SLC6A20	3:45755449-45796536
chr6	26421391	26432383	BTN2A3P	6:26421391-26432383
chr4	145110838	145180589	OTUD4	4:145110838-145180589
chr4	1402932	1406442	NKX1-1	4:1402932-1406442
chr4	73981074	73988190	PPBP	4:73981074-73988190
chr5	177592203	177597242	TMED9	5:177592203-177597242
chr11	107790991	107928293	SLC35F2	11:107790991-107928293
chr11	107928448	107963482	RAB39A	11:107928448-107963482
chr13	19633659	19673441	MPHOSPH8	13:19633659-19673441
chr2	218981087	218985184	FEV	2:218981087-218985184
chr17	6755447	6775647	XAF1	17:6755447-6775647
chr1	65420587	65436007	LEPROT	1:65420587-65436007
chr8	142700111	142705127	LY6K	8:142700111-142705127
chr7	37683843	37951936	EPDR1	7:37683843-37951936
chrX	18675909	18827921	PPEF1	X:18675909-18827921
chr1	15756607	15786594	FBLIM1	1:15756607-15786594
chr17	35121615	35130732	FNDC8	17:35121615-35130732
chr7	6615610	6624290	ZNF853	7:6615610-6624290
chr9	94318198	94328644	NUTM2F	9:94318198-94328644
chr3	57089982	57170306	IL17RD	3:57089982-57170306
chr17	68535113	68601367	FAM20A	17:68535113-68601367
chr16	87696485	87765992	KLHDC4	16:87696485-87765992
chr20	45890144	45898949	CTSA	20:45890144-45898949
chr19	1481428	1490752	PCSK4	19:1481428-1490752
chr3	113828182	113947174	GRAMD1C	3:113828182-113947174
chr3	123968521	123992178	ROPN1	3:123968521-123992178
chr10	124917143	124988189	ZRANB1	10:124917143-124988189
chr11	35662775	35818007	TRIM44	11:35662775-35818007
chr11	111384737	111514367	BTG4	11:111384737-111514367
chr16	70802084	71230722	HYDIN	16:70802084-71230722
chr9	90609832	90642862	DIRAS2	9:90609832-90642862
chr19	55090914	55117637	PPP1R12C	19:55090914-55117637
chr10	132808392	132942823	CFAP46	10:132808392-132942823
chr15	58865175	59097419	RNF111	15:58865175-59097419
chr7	44796680	44803117	PPIA	7:44796680-44803117
chr10	121957091	121975217	NSMCE4A	10:121957091-121975217
chr7	102456238	102464863	ALKBH4	7:102456238-102464863
chr17	8188345	8190180	BORCS6	17:8188345-8190180
chr10	72332830	72355149	DNAJB12	10:72332830-72355149
chr15	64155740	64163134	PPIB	15:64155740-64163134
chr4	105145875	105279816	TET2	4:105145875-105279816
chr8	25425521	25458476	KCTD9	8:25425521-25458476
chr19	49157741	49211836	TRPM4	19:49157741-49211836
chr9	16409503	16870843	BNC2	9:16409503-16870843
chr1	28329002	28335965	MED18	1:28329002-28335965
chr4	154231742	154491799	DCHS2	4:154231742-154491799
chr17	51177425	51260163	MBTD1	17:51177425-51260163
chr5	123023250	123036725	PPIC	5:123023250-123036725
chr3	183635610	183684519	KLHL24	3:183635610-183684519
chr9	19053141	19102904	HAUS6	9:19053141-19102904
chr1	39838110	39883511	TRIT1	1:39838110-39883511
chr10	102918294	103090222	CNNM2	10:102918294-103090222
chr6	135283407	135498434	AHI1	6:135283407-135498434
chr19	57769655	57819939	ZNF586	19:57769655-57819939
chr18	49036387	49461347	DYM	18:49036387-49461347
chr7	93099513	93118023	SAMD9	7:93099513-93118023
chr4	158709127	158723396	PPID	4:158709127-158723396
chr1	77979542	78138444	GIPC2	1:77979542-78138444
chr19	9641807	9675100	ZNF562	19:9641807-9675100
chr2	64524305	64593005	AFTPH	2:64524305-64593005
chr14	44924324	45042308	KLHL28	14:44924324-45042308
chr19	45692403	45703989	QPCTL	19:45692403-45703989
chr19	19385826	19508932	GATAD2A	19:19385826-19508932
chr15	56630176	56918571	ZNF280D	15:56630176-56918571
chr5	132996985	133026604	ZCCHC10	5:132996985-133026604
chr16	15643267	15734691	NDE1	16:15643267-15734691
chrX	72204657	72239027	ERCC6L	X:72204657-72239027
chr15	50552473	50686797	TRPM7	15:50552473-50686797
chr1	185157080	185291781	SWT1	1:185157080-185291781
chr5	176542511	176595974	CDHR2	5:176542511-176595974
chr5	103086000	103120138	GIN1	5:103086000-103120138
chr11	114570591	114595786	NXPE4	11:114570591-114595786
chr17	60677453	61392838	BCAS3	17:60677453-61392838
chr9	92456205	92482506	ASPN	9:92456205-92482506
chrX	107123427	107206433	NUP62CL	X:107123427-107206433
chr19	12751702	12758458	BEST2	19:12751702-12758458
chrX	48402082	48411960	SSX4B	X:48402082-48411960
chr15	61852389	62060473	VPS13C	15:61852389-62060473
chr1	117863485	117929621	GDAP2	1:117863485-117929621
chr9	113349541	113371233	BSPRY	9:113349541-113371233
chr10	102743948	102833848	WBP1L	10:102743948-102833848
chr15	70853239	71053658	LRRC49	15:70853239-71053658
chr9	32886601	33025130	APTX	9:32886601-33025130
chr13	102799119	102841533	BIVM	13:102799119-102841533
chr2	190408355	190509205	MFSD6	2:190408355-190509205
chr11	85694224	85811159	SYTL2	11:85694224-85811159
chr8	94641074	94707466	ESRP1	8:94641074-94707466
chr3	113532555	113629575	SIDT1	3:113532555-113629575
chr4	105552620	105695678	ARHGEF38	4:105552620-105695678
chr16	89948697	89968060	DEF8	16:89948697-89968060
chr19	9810267	9827816	FBXL12	19:9810267-9827816
chr11	94493979	94499578	ANKRD49	11:94493979-94499578
chr15	69278675	69407780	PAQR5	15:69278675-69407780
chr5	140664868	140674124	WDR55	5:140664868-140674124
chr19	48599961	48615076	FAM83E	19:48599961-48615076
chr1	117606048	117628389	TENT5C	1:117606048-117628389
chr1	155749659	155859400	GON4L	1:155749659-155859400
chrX	70423031	70433390	GDPD2	X:70423031-70433390
chr19	18340598	18369950	PGPEP1	19:18340598-18369950
chr3	47495640	47513712	ELP6	3:47495640-47513712
chr16	30193875	30197561	SLX1A	16:30193875-30197561
chr15	43692886	43699222	CKMT1A	15:43692886-43699222
chr11	60492778	60507430	MS4A12	11:60492778-60507430
chr3	43286512	43424764	SNRK	3:43286512-43424764
chr19	13906201	13930879	CC2D1A	19:13906201-13930879
chr9	137277726	137282641	TOR4A	9:137277726-137282641
chr7	102543568	102572583	POLR2J3	7:102543568-102572583
chr9	111631334	111654351	DNAJC25	9:111631334-111654351
chr1	156594301	156601496	GPATCH4	1:156594301-156601496
chr15	40815451	40828709	PPP1R14D	15:40815451-40828709
chr2	27032910	27041694	TMEM214	2:27032910-27041694
chr17	74776499	74839753	TMEM104	17:74776499-74839753
chr19	55072020	55087923	EPS8L1	19:55072020-55087923
chr3	49029707	49094363	QRICH1	3:49029707-49094363
chr4	499210	540200	PIGG	4:499210-540200
chr1	99646113	99694541	PALMD	1:99646113-99694541
chr1	93448118	93554661	FNBP1L	1:93448118-93554661
chr9	17134982	17503923	CNTLN	9:17134982-17503923
chr4	17800655	17810758	DCAF16	4:17800655-17810758
chr18	62523025	62587709	ZCCHC2	18:62523025-62587709
chr15	65442463	65517704	DPP8	15:65442463-65517704
chr1	112523514	112620825	ST7L	1:112523514-112620825
chrX	40049815	40177329	BCOR	X:40049815-40177329
chr9	100302077	100352942	TEX10	9:100302077-100352942
chr5	140401814	140539856	ANKHD1	5:140401814-140539856
chr17	38800441	38825355	CWC25	17:38800441-38825355
chr2	85341955	85354531	RETSAT	2:85341955-85354531
chrX	106802673	106876150	TBC1D8B	X:106802673-106876150
chr9	101028727	101325135	PLPPR1	9:101028727-101325135
chr6	34792083	34877514	UHRF1BP1	6:34792083-34877514
chr5	6599239	6633291	NSUN2	5:6599239-6633291
chr17	18183078	18209954	ALKBH5	17:18183078-18209954
chr2	205993721	206086303	INO80D	2:205993721-206086303
chr7	158631169	158704804	NCAPG2	7:158631169-158704804
